,PostalCode,Bedrooms,CheaperRent,MedianRent,HigherRent
3863,2821,-1,315,400,460
3864,2821,3,380,400,450
3865,2824,-1,220,290,335
3866,2827,-1,260,285,350
3867,2827,-1,268,295,350
3868,2829,-1,190,250,260
3869,2830,-1,360,430,500
3870,2830,1,223,270,300
3871,2830,2,320,350,380
3872,2830,3,400,430,470
3873,2830,4,495,540,600
3874,2830,-1,400,460,530
3875,2830,2,350,360,400
3876,2830,3,401,440,470
3877,2830,4,493,540,600
3878,2830,-1,295,363,400
3879,2830,2,310,335,363
3880,2830,-1,360,380,435
3881,2830,2,358,360,428
3882,2830,-1,290,326,376
3883,2830,1,260,280,322
3884,2830,2,310,330,380
3885,2834,-1,235,270,300
3886,2835,-1,180,250,288
3887,2835,2,220,250,250
3888,2835,3,236,270,293
3889,2835,4,201,315,343
3890,2835,-1,199,250,300
3891,2835,3,250,280,298
3892,2835,4,201,315,343
3893,2835,-1,143,205,250
3894,2840,-1,255,310,350
3895,2840,-1,293,325,350
3896,2847,-1,358,385,423
3897,2848,-1,300,335,350
3898,2848,-1,300,338,350
3899,2850,-1,420,500,590
3900,2850,1,275,320,350
3901,2850,2,360,400,420
3902,2850,3,460,490,550
3903,2850,4,560,590,650
3904,2850,-1,473,550,630
3905,2850,2,400,400,425
3906,2850,3,470,495,550
3907,2850,4,568,600,650
3908,2850,-1,410,450,480
3909,2850,-1,344,380,443
3910,2850,2,355,380,410
3911,2852,-1,400,450,583
3912,2852,-1,410,480,593
3913,2866,-1,360,400,450
3914,2866,-1,360,400,450
3915,2870,-1,318,380,450
3916,2870,2,233,300,340
3917,2870,3,350,380,430
3918,2870,4,440,450,495
3919,2870,-1,350,400,450
3920,2870,2,310,340,350
3921,2870,3,350,380,430
3922,2870,4,440,450,495
3923,2870,-1,210,230,290
3924,2870,2,225,235,305
3925,2871,-1,280,350,435
3926,2871,2,258,300,365
3927,2871,3,308,365,450
3928,2871,-1,300,365,450
3929,2871,3,310,380,450
3930,2871,-1,258,280,315
3931,2880,-1,260,300,380
3932,2880,1,190,190,240
3933,2880,2,245,280,300
3934,2880,3,273,320,380
3935,2880,4,400,440,500
3936,2880,-1,273,320,380
3937,2880,2,250,285,295
3938,2880,3,277,320,380
3939,2880,-1,190,235,288
3940,2880,1,190,190,250
3941,2880,2,225,280,350
